-2.36412	37.35203	30.12148
-2.23846	37.36982	30.09535
-1.99651	37.38306	30.07573
-1.73441	37.39142	30.06379
-1.48714	37.40023	30.05192
-1.24217	37.40182	30.05035
-0.99640	37.39944	30.05304
-0.75180	37.40086	30.05029
-0.50616	37.40069	30.05054
-0.26116	37.40140	30.05023
0.01521	37.40103	30.05148
0.26085	37.40114	30.05060
0.50572	37.40024	30.05117
0.75099	37.40081	30.05035
0.99486	37.40078	30.05110
1.23937	37.40054	30.05217
1.48427	37.39910	30.05279
1.76248	37.38936	30.06598
1.99194	37.38012	30.08060
2.24591	37.30671	30.18617
2.48755	37.28272	30.22042
4.82808	37.08958	30.13773
4.74527	37.12884	30.08167
4.49635	37.15085	30.05023
4.25248	37.14875	30.05323
4.00835	37.14714	30.05554
3.76398	37.14762	30.05485
3.48597	37.14745	30.05510
3.24147	37.14670	30.05617
2.99746	37.14579	30.05748
2.75346	37.14587	30.05735
2.50869	37.14618	30.05692
2.26519	37.14500	30.05860
1.98508	37.14623	30.05685
1.73968	37.14505	30.05854
1.49604	37.14457	30.05923
1.25304	37.14588	30.05735
1.00967	37.14470	30.05904
0.76680	37.14536	30.05810
0.48416	37.14589	30.05735
0.24215	37.14611	30.05704
-0.00085	37.14506	30.05854
-0.24485	37.14546	30.05798
-0.48786	37.14585	30.05742
-0.73136	37.14559	30.05779
-1.01186	37.14546	30.05798
-1.25523	37.14669	30.05623
-1.49810	37.14643	30.05660
-1.74188	37.14630	30.05679
-1.98538	37.14700	30.05579
-2.26575	37.14709	30.05567
-2.50975	37.14713	30.05560
-2.75376	37.14735	30.05529
-2.99776	37.14757	30.05498
-3.24090	37.14836	30.05385
-3.48514	37.14876	30.05329
-3.76541	37.14985	30.05173
-4.00878	37.15121	30.04979
-4.25315	37.15218	30.04842
-4.49765	37.15270	30.04767
-4.74668	37.13993	30.06592
-4.99128	37.11608	30.09998
-6.44092	36.86429	30.10323
-6.25411	36.89820	30.05479
-6.01022	36.90376	30.04685
-5.76522	36.90179	30.04967
-5.48545	36.90096	30.05085
-5.24208	36.89947	30.05298
-4.99771	36.89968	30.05267
-4.75334	36.89841	30.05448
-4.50870	36.89802	30.05504
-4.26420	36.89780	30.05535
-3.98583	36.89644	30.05729
-3.74056	36.89670	30.05692
-3.49618	36.89648	30.05723
-3.25218	36.89635	30.05742
-3.00668	36.89543	30.05873
-2.76167	36.89525	30.05898
-2.51580	36.89499	30.05935
-2.23903	36.89494	30.05942
-1.99480	36.89468	30.05979
-1.75079	36.89472	30.05973
-1.50479	36.89397	30.06079
-1.25928	36.89397	30.06079
-1.01365	36.89393	30.06085
-0.73878	36.89406	30.06067
-0.49377	36.89384	30.06098
-0.24813	36.89335	30.06167
-0.00226	36.89339	30.06160
0.24237	36.89357	30.06135
0.48624	36.89326	30.06179
0.76425	36.89361	30.06148
1.00838	36.89285	30.06185
1.25302	36.89317	30.06192
1.49739	36.89251	30.06285
1.74290	36.89334	30.06148
1.98777	36.89373	30.06110
2.26490	36.89334	30.06167
2.50941	36.89342	30.06154
2.75441	36.89360	30.06129
2.99805	36.89364	30.06123
3.24169	36.89364	30.06123
3.48556	36.89305	30.06135
3.76479	36.89381	30.06098
4.00893	36.89394	30.06079
4.25320	36.89424	30.06035
4.49707	36.89446	30.06004
4.74084	36.89525	30.05892
4.98421	36.89511	30.05910
5.26608	36.89555	30.05848
5.50972	36.89586	30.05804
5.75322	36.89704	30.05635
5.99610	36.89681	30.05667
6.24064	36.89918	30.05329
6.41843	36.84338	30.13298
7.72174	36.62138	30.09223
7.50519	36.64782	30.05448
7.25955	36.64615	30.05685
7.01455	36.64519	30.05823
6.73968	36.64511	30.05835
6.49381	36.64458	30.05910
6.24804	36.64388	30.06010
6.00267	36.64301	30.06135
5.75840	36.64288	30.06154
5.51353	36.64341	30.06079
5.23552	36.64249	30.06210
4.99038	36.64219	30.06254
4.74688	36.64219	30.06254
4.50251	36.64206	30.06273
4.25787	36.64197	30.06285
4.01387	36.64180	30.06310
3.73536	36.64184	30.06304
3.49199	36.64149	30.06354
3.24649	36.64154	30.06348
3.00299	36.64163	30.06335
2.75935	36.64181	30.06310
2.51521	36.64111	30.06410
2.23498	36.64124	30.06392
1.99034	36.64137	30.06373
1.74583	36.64155	30.06348
1.50270	36.64146	30.06360
1.25969	36.64164	30.06335
1.01619	36.64160	30.06342
0.73418	36.64156	30.06348
0.49055	36.64173	30.06323
0.24868	36.64160	30.06342
0.00581	36.64169	30.06329
-0.23833	36.64152	30.06354
-0.48183	36.64183	30.06310
-0.76234	36.64222	30.06254
-1.00521	36.64205	30.06279
-1.24885	36.64157	30.06348
-1.49285	36.64218	30.06260
-1.73572	36.64231	30.06242
-2.01559	36.64262	30.06198
-2.25973	36.64175	30.06323
-2.50373	36.64263	30.06198
-2.74737	36.64254	30.06210
-2.99124	36.64280	30.06173
-3.23511	36.64324	30.06110
-3.51525	36.64368	30.06048
-3.75838	36.64390	30.06017
-4.00275	36.64434	30.05954
-4.24812	36.64404	30.05998
-4.49213	36.64408	30.05992
-4.73713	36.64522	30.05829
-5.01514	36.64544	30.05798
