5.8e-4	3e-3
7.4e-4	2e-3
1e-3	1.4e-3
1.7e-3	1.05e-3
2.1e-3	1.05e-3
3e-3	1.3e-3
4e-3	1.75e-3
4.8e-3	2e-3
6e-3	3e-3
7e-3	4.6e-3
8.6e-3	1e-2
