#pressure rise after pump shutdown/valveoff. Obtained from photo timestamps from 12/14/2012
#m	s	p(torr)
12	01	30	9.9e-7
12	19	56	1.1e-4
12	24	26	1.3e-4
12	29	46	1.6e-4
12	35	26	1.8e-4
12	45	52	2.3e-4
12	55	26	2.7e-4
13	10	32	3.2e-4
13	21	02	3.6e-4
13	29	10	3.9e-4
13	37	48	4.2e-4
13	47	24	4.5e-4
